Judul,Tahun,Abstract
"RANCANG BANGUN SISTEM PREDIKSI PERSEDIAAN BAHAN BAKU PRODUKSI BAGLOG MENGGUNAKAN METODE SINGLE EXPONTIAL SMOOTHING (SES) (STUDI KASUS UD. MITRA ALAM SEJAHTERA BONDOWOSO)
                    ﻿",2017,"UD. Mitra Alam Sejahterah adalah sebuah perusahaan yang bergerak dibidang
pertanian khususnya jamur. dalam kegiatannya, perusahaan ini menghasilkan produk
berupa jamur dan baglog. setiap bulan, perusahaan ini mampu memproduksi ribuan
baglog untuk digunakan sendiri sekaligus untuk dijual kepada banyak petani jamur
lainnya, untuk memenuhi banyaknya permintaan tersebut. Setiap bulannya banyak
proses pembuatan baglog yang menghabiskan begitu banyak bahan yang berimbas
banyaknya pengeluaran pada pembelian bahan baku baglog tersebut. banyak transaksi
pembelian yang dilakukan tanpa perhitungan yang tepat sehingga banyak bahan yang
dibeli tidak digunakan. karena itulah dibutuhkan suatu sistem prediksi bahan baku untuk
mengurangi pengeluaran berlebih pada bahan baku. pada perhitungan prediksinya ,
digunakan metode Single Exponential Smoothing yang dirasa tepat melihat data yang
bersifat musiman. dengan adanya sistem prediksi ini, diharapkan pembelian bahan baku
yang berlebihan dapat dikurangi, sehingga perusahaan bisa menghemat banyak
pengeluaran. semakin banyak pengeluaran bisa dikurangi, tentunya keuntungan yang
didapat oleh perusahaan ini dapat meningkat."
"PENGEMBANGAN SISTEM INFORMASI PENDUKUNG KEPUTUSAN SISWA ASUH SEBAYA DENGAN MENGGUNAKAN METODE SIMPLE MULTY-ATRIBUT RATING TECHNIQUE DI BANYUWANGI (Studi Kasus SMAN 1 Giri Banyuwangi)
                    ﻿",2017,"Sistem infromasi pendukung keputusan di SMAN 1 Giri yang dibangun dalam
penelitian ini merupakan sistem yang mampu melakukan rekomendasi siswa yang
akan di usulkan untuk dipilih menjadi siswa asuh sebaya dengan
mengimplementasikan metode SMART didalamnya. Adapun criteria yang dipakai
dalam penelitian ini meliputi total pendapatan orang tua, jumlah uang jajan,
kendaraan kesekolah, jumlah saudara, rangking kelas, status anak, dan peralatan
sekolah yang dipakai. Kriteria-kriteria tersebut akan dianalisis dan digunakan dalam
sistem dengan mengimplementasikan pada metode SMART, sehingga dalam sistem
yang dibagun ini memiliki menu proses perhitungan metode SMART. Selain itu
sistem ini menyediakan fitur untuk guru dan osis dalam mengolah data calon
pendaftar siswa asuh sebaya. Guru diberikan menu dan tanggung jawab dalam
mengakses sistem dengan menginputkan siapa saja calon penerima siswa asuh sebaya
yang akan mendaftar. Sedangkan osis diberi akses penuh pada proses pemilihan dan
penilaian yang diataranya dapat mengedit bobot criteria yang dipakai dan menambah
atribut yang digunakan pada setiap criteria. Sesuai dengan tujuan dibangunnya sistem
ini, sistem ini dapat menampilkan sepuluh nama calon siswa yang di rekomendasikan
oleh sistem intuk mendapatkan dana bantuan siswa asuh sebaya."
"SISTEM INFORMASI PENDUKUNG PENGAMBILAN KEPUTUSAN PEMBERIAN PELAYANAN KREDIT MENGGUNAKAN METODE TOPSIS (STUDI KASUS: PT.WOM FINANCE CABANG JEMBER)
                    ﻿",2017,"Sebagai pihak penyedia dan pelayanan dalam bidang jasa perkreditan
kendaraan bermotor bagi masyarakat umum, PT.WOM FINACE dituntut untuk teliti
dan cermat dalam proses analisa pengajuan kredit untuk menghindari resiko kredit,
calon debitur juga bertambah banyak sehingga diperlukan proses seleksi untuk calon
debitur yang layak. Proses seleksi dilakukan satu persatu kepada calon debitur dengan
pengisian data awal sebelum disurvei oleh pihak surveyor lapangan. Untuk efisiensi
waktu dan tenaga maka calon debitur dipilah berdasarkan prioritas kelayakan yang
ditetapkan oleh perusahaan. Calon debitur di ranking berdasarkan yang paling layak
sampai yang tidak memenuhi syarat. Calon debitur yang paling layak memiliki hak
untuk disurvey terlebih dahulu. Dalam hal ini pihak perusahaan WOM FINANCE
memiliki parameter khusus yang harus dipenuhi oleh setiap calon debitur.
Berdasarkan permasalahan tersebut maka dibutuhkan sebuah sistem yang
dapat merangking calon debitur. Sistem informasi tersebut adalah sistem informasi
pendukung pengambilan keputusan pemberian pelayanan kredit dengan
menggunakan metode Technique for Order Preference by Similarity to Ideal Solution
(TOPSIS). TOPSIS didasarkan pada konsep dimana alternatif terpilih yang terbaik
tidak hanya memiliki jarak terpendek dari solusi ideal positif, namun juga memiliki
jarak terpanjang dari solusi ideal negatif.
Pengembangan sistem informasi ini menggunakan bahasa pemrograman PHP
dengan konsep prosedural. Hasil dari penelitian secara keseluruhan yaitu sistem
sistem informasi pendukung pengambilan keputusan pemberian pelayanan kredit
dengan menggunakan metode TOPSIS dapat melakukan perangkingan calon debitur sehingga dapat memaksimalkan kinerja operasional perusahaan dan meningkatkan
kualitas pelayanan perusahaan. Dengan meningkatnya kualitas pelayanan yang lebih
cepat tentunya akan menambah kepuasan dan kepercayaan pelanggan kepada
perusahaan yang diharapkan dapat meningkatkan keuntungan yang didapat oleh perusahaan"
"SISTEM INFORMASI PENGELOLAAN DAN MONITORING SURAT TERKAIT DISPOSISI BERBASIS WEBSITE PADA UNIT KERJA TATA USAHA KANTOR PUSAT UNIVERSITAS JEMBER
                    ﻿",2017,"Seiring dengan pesatnya perkembangan, teknologi informasi kini menjadi
bagian penting bagi kehidupan manusia. Pekerjaan yang sebelumnya dilakukan
secara manual kini beralih serba komputerisasi. Hal ini tercermin dalam berbagai
aktifitas pekerjaan mulai dari perkantoran, perbankan, perpustakaan, pendidikan,
administrasi, pemerintahan dan lain sebagainya yang serba terkomputerisasi. Tiada
alasan mengapa semua perkerjaan tersebut dilakukan secara terkomputerisasi selain
mepercepat pekerjaan secara efektif dan efisien. Selain itu juga semua pekerjaan yang
dikerjakan secara komputersasi lebih mudah, cepat, dan tepat waktu.
Sistem informasi pengelolaan dan monitoring surat terkait disposisi pada unit
kerja tata usaha UNEJ dibuat dengan merujuk pada permasalahan yang ada, yakni
pendistribusian akan surat-surat sering tidak sampai ke tujuan surat dan pengelolaan
surat-surat yang ada masih dikerjakan secara manual. Pengelolaan surat yang dikelola
secara manual akan memakan waktu dan bisa timbul permasalahan dalam
penanganannya. Seiring jumlah surat yang masuk maupun keluar semakin hari
semakin bertambah. Dengan dasar permasalahan tersebut, maka dibuatlah sebuah
sistem dengan harapan dapat membantu pihak tata usaha UNEJ dalam mengelola
surat-surat beserta monitoring tindakan mengenai disposisinya sehingga dapat
meminimalisir tingkat kesalahan yang terjadi."
"SISTEM INFORMASI BURSA KERJA ONLINE BERBASIS WEB MENGGUNAKAN METODE TEXT MINING
                    ﻿",2017,"Sistem Informasi Bursa Kerja Online Berbasis Web adalah sistem yang mampu
menampilkan informasi lowongan sesuai dengan masukan dari pelamar kerja untuk
memperoleh informasi lowongan yang tersedia dalam bursa kerja. Salah satu metode
yang dapat digunakan dalam proses pencarian yaitu metode text mining. Metode
tersebut mampu menampilkan lowongan kerja sesuai dengan jurusan pelamar,
masukan dari pelamar, dan kata dasar dari sebuah kata. Proses pencarian yang ada
dalam sistem dapat mempermudah para pelamar kerja untuk memperoleh informasi
lowongan kerja yang diinginkan.
Penelitian ini bertujuan untuk membantu pelamar kerja untuk memperoleh
informasi lowongan kerja sesuai dengan kriteria yang diinginkan. HRD Perusahaan
yang membuka lowongan dapat langsung mengunggah lowongan kerja kedalam sistem
dan dapat langsung mempublikasi lowongan kerja. Sistem informasi berbasis web
dinilai lebih baik dalam mengatur segala aktifitas pengguna sistem terutama untuk
menyebarkan informasi lowongan kerja. Selain itu, sistem tersebut akan lebih mudah
diakses dimana saja dan kapan saja, sistem juga dapat diakses oleh banyak pengguna
sekaligus dalam waktu yang bersamaan dan sistem secara otomatis dapat menampilkan
lowongan yang sama dengan pindidikan terahir pelamar kerja. Dengan segala
keuntungan tersebut, diharapkan dapat mempermudah untuk pelamar kerja
mendapatkan lowongan dan HRD Perusahaan dapat dengan mudah mempublikasi
lowongan kerja untuk memperoleh pegawai yang sesuai dengan kriteria
perusahaannya.
Pengembangan sistem pada penelitian ini menggunakan waterfall dengan
model SDLC (System Development Life Cycle). Tahapan dalam pengembangan sistem
ini dimulai dari pengumpulan data, desain sistem, penulisan kode program, pengujian
dan perawatan sistem. Model tersebut dipilih oleh penulis karena memiliki kelebihan
dalam pengembangan sistem karena setiap tahapan jelas dan ada dokumentasi setiap
pengerjaannya sehingga mempermudah untuk mengembangkan sistem.
Sistem Informasi Bursa Kerja Online Berbasis Web terdapat beberapa fitur
untuk mengatur pengguna yaitu pelamar kerja, HRD Perusahaan dan
admin sistem untuk menjalankan aktivitas sistem diantaranya : pendaftaran pelamar
kerja, pencarian lowongan kerja, Pendaftaran HRD Perusahaan, publikasi lowongan
kerja dan menghapus data pelamar kerja serta HRD Perusahaan oleh admin sistem."
"Aplikasi Pengelolaan Transaksi Penjualan Dan Pemesanan Berbasis Web Pada UD.Walisongo Bondowoso
                    ﻿",2017,"Usaha dagang yang bergerak di perdagangan yang ada di Kabupaten
Bondowoso salah satunya adalah UD.Walisongo,usaha daerah ini terletak di
pinggiran kota Bondowoso jalan Ayani,Gang kejaksaan. Usaha daerah tersebut
dikelola dan di dirikan oleh perseorangan. Didalam UD.Walisongo ini produk yang di
jual belikan atau ditawarkan terhadap konsumen berupa barang elektronik, perabotan
rumah atau meubel, tanah, perumahan dan persawahan.
Usaha daerah Walisongo dalam penjualan produknya dapat dilakukan secara
credit maupun cash.Salah satunya konsumen dalam membeli tanah rata - rata
transaksinya dilakukan secara credit. Ada juga yang melakukan transaksi secara cash.
Transaksi pada penjualan dan pemesanan barang di UD.Walisongo secara langsung di
tempat UD.Walisongo tersebut. Sehingga membuat konsumen mewajibkan datang
langsung ke tempat tersebut untuk melakukan transaksi penjualan dan pemesanan.
Metode yang digunakan tersebut kurang efisien sehingga di perlukannya
metode yang dapat membuat konsumen lebih mudah untuk melakukan transaksi
penjualan dan pemesanan. Belum terdapatnya media pemesanan secara online
menambah masalah yang ada pada UD.Walisongo. Saat ini bidang usaha tentu kurang
kompetitif jika tidak memiliki media pemasaran online seperti website. Konsumen
sangat kesulitan mencari informasi tentang keberadaan UD.Walisongo yang tentunya
mengakibatkan usaha daerah tersebut kurang dikenal oleh banyak orang.
Dengan adanya masalah yang dihadapi oleh usaha dagang UD. Walisongo
tersebut maka dibutuhkan kehadiran sebuah website. Hal ini sangat penting karena
keberadaan suatu website dapat membantu penyampaian informasi produk dan harga
secara detail kepada konsumen. Selain itu website akan dapat mengakses informasi
yang dibutuhkan kapan saja dan dimana saja. Aplikasi pengelolaan transaksi
penjualan dan pemesanan yang berbasis web sangat memudahkan bagi konsumen
yang akan melakukan transaksi penjualan dan pemesanan. Aplikasi tersebut dapat di
akses dimanapun tanpa harus datang ke tempat usaha daerah tersebut. Aplikasi ini
menyediakan fitur - fitur layanan untuk melaksanakan transaksi penjualan dan
pemesanan secara online serta menyediakan informasi - informasi lainnya mengenai
produk - produk yang di pasarkan oleh UD.Walisongo tersebut kepada konsumen.
Selain itu dapat memudahkan perusahaan untuk mengembangkan usahanya dan para
karyawan dapat melihat informasi transaksi penjualan dan pemesanan secara otomatis
pada aplikasi pengelolaan transaksi penjualan dan pemesanan berbasis Web."
"PENERAPAN METODE PREFERENCE RANKING ORGANIZATION METHOD FOR ENRICHMENT EVALUATION (PROMETHEE) PADA SISTEM INFORMASI PENUNJANG KEPUTUSAN PENENTUAN LAHAN TANAM
                    ﻿",2017,"Kabupaten Jember merupakan salah satu Kabupaten yang memiliki lahan tanam
yang berpotensi. Letak geografis jember yang teletak di bagian selatan, menjadi salah
satu alasan Kabupaten Jember merupakan salah satu alasan penghasil komoditas
kopi(robusta), karet dan kakao. Yang menjadi peran penting adalah lahan yang
mendukung kebutuhan nutrisi komoditas. Pemilihan lahan saat ini yang manual,
menjadikan komoditas yang dihasilkan kurang maksimal. Beberapa pola penanaman
yang dilakukan petani adalah dengan mengira-ngira, melihat riwayat penanaman
sebelumnya dan membaca musim dan atau cuaca. Hal tersebut yang membuat
komoditas yang dihasilkan kurang maksimal, karena tanpa didasari perhitungan yang
matematis.
Alternatif yang dapat digunakan untuk membantu mengatasi masalah ini adalah
dengan memanfaatkan perhitungan yang matematis dalam menunjang keputusan
pemilihan lahan tanam untuk meminimalisir tingkat kesalahan yang dilakukan petani
dan pakar pertanian khususnya petani kopi(robusta), karet dan kakao. Salah satu
metode yang dapat mengatasi masalah penentuan lahan tanam adalah metode
perhitungan Preference Ranking Organization Method For Enrichment Evaluation
(PROMETHEE) yang dapat menggabungkan tipe data kualitatif dan kuantitatif. Halhal
yang memengaruhi penanaman menjadi kriteria dan subkriteria perhitungan
dengan bobot masing-masing yang diberikan oleh pakar. Metode perhitungan
PROMETHEE telah diimplementasikan berbasis web dengan hasil perbandingan
perhitungan PROMETHEE dan blueprint adalah sebanding."
"SISTEM PENGKLASIFIKASIAN REKOMENDASI BUKU PERPUSTAKAAN  UNIVERSITAS JEMBER MENGGUNAKAN ALGORITMA APRIORI
                    ﻿",2017,"Rekomendasi terhadap suatu buku yang terdapat keterkaitan dengan buku
lain pada suatu perpustakaan biasanya didapat dari komunikasi yang perlu adanya
pengetahuan tentang buku tersebut, belum tentu buku 1 dengan buku lainnya yang
memiliki judul yang hampir sama memiliki materi yang berkaitan. Rekomendasi
buku yang saling berkaitan bisa didapatkan dengan seberapa sering buku yang
dimaksud tersebut sering dipinjam secara bersamaan, semakin sering buku – buku
tersebut sering dipinjam bersamaan, maka besar kemungkinan pula support dan
confidence yang didapat, sehingga rekomendasi buku menjadi lebih akurat. 
Salah satu alternatif yang dapat digunakan untuk mendapatkan informasi
mengenai rekomendasi buku – buku perpustakaan tersebut, yaitu menggunakan salah
satu algoritma dari association rules pada Datamining, algoritma apriori. Dengan
perhitungan apriori, program dapat mengolah data transaksi yang telah dilakukan di
dalam perpustakaan, dibagi menjadi data – data buku yang saling berkaitan 1 sama
lain, dan selanjutnya algoritma akan menghitung seberapa sering buku – buku
tersebut sering dipinjam dengan waktu yang sama dan saling terhubung 1 sama lain,
dan selanjutnya apriori akan mencari nilai support dan confidence sehingga peminjam
mendapatkan informasi yang lebih mengenai rekomendasi buku dimana terdapat
value support dan confidence, semakin besar nilai value tersebut, besar kemungkinan
buku tersebut saling berkaitan 1 sama lain."
"RANCANG BANGUN APLIKASI MULTI ATTRIBUTE DECISION MAKING (MADM) MENGGUNAKAN ALGORITMA SIMPLE ADDITIVE WEIGHTING (SAW)
                    ﻿",2017,"Multi Atrribute Decision Making (MADM) merupakan salah satu kategori
dalam sistem penunjang keputusan dengan banyak kriteria. MADM mencakup
pemilihan alternatif terbaik dari pilihan alternatif yang tersedia dengan
mempertimbangkan banyak atribut. Penelitian ini bertujuan untuk merancang dan
membangun perangkat lunak yang mengimplementasikan metode Simple Additive
Weighting (SAW), yang merupakan salah satu metode yang terdapat dalam
MADM. Metode ini dipilih karena merupakan metode yang paling banyak
digunakan dalam sistem penunjang keputusan. Metode ini juga memiliki langkahlangkah
penyelesaian yang sederhana, sehingga sumber daya yang dibutuhkan
relatif rendah dan mudah dipahami oleh pengguna yang asing terhadap sistem
penunjang keputusan. Tujuan penelitian ini adalah untuk membangun aplikasi
penunjang keputusan yang menerapkan tahapan dalam metode SAW untuk
menginisiasi penunjang keputusan dan menggunakannya untuk memperoleh
sebuah rekomendasi keputusan berupa ranking nilai dari alternatif serta analisa
sensitivitas bobot dan nilai preferensi yang diperoleh dari proses perhitungan.
Penelitian dilakukan dengan mengeksplorasi kajian-kajian dan teori
menyangkut topik dari penelitian-penelitian sebelumnya. Hasil yang diperoleh
akan diintegrasikan sehingga memungkinkan untuk membangun sebuah perangkat
lunak. Untuk mengetahui apakah perangkat lunak yang dihasilkan telah berjalan
sesuai alur kerja yang diharapkan, terutama dalam kalkulasi menggunakan
formula-formula yang ada, dibutuhkan sebuah data sampel yang diperoleh dari
penelitian lain dan sampel dari perhitungan manual dengan nilai acak.
Pembuatan penunjang keputusan dengan aplikasi ini dibagi dalam 3 tahap,
dimana tiap tahap terdiri dari beberapa langkah. Tahap pertama adalah inisiasi
problem yang terdiri dari: (1) pemodelan problem, (2) definisi kriteria, (3) input
perbandingan berpasangan, dan (4) perhitungan indeks konsistensi. Sedangkan
tahap kedua adalah tahap perhitungan nilai preferensi alternatif menggunakan
metode formula SAW, yang terdiri dari: (1) input nilai masing-masing alternatif
dan (2) perankingan alternatif berdasarkan nilai terbesar. Tahap ketiga adalah
tahap perhitungan analisa sensitivitas. Tahap ini merupakan proses tambahan yang
bisa dilakukan atau tidak oleh pengguna sistem mengingat proses ini cukup
membantu dengan adanya kemungkinan perubahan bobot kriteria. Pengguna juga
dapat menyimpan struktur model problem penunjang keputusan yang telah
diinisiasi kedalam basis data dan dapat mengelolanya agar sesuai dengan
perubahan-perubahan yang dimungkinkan terjadi pada suatu struktur model
penunjang keputusan.
Perangkat lunak yang dibangun dapat digunakan membuat penunjang
keputusan dengan hasil akhir berupa ranking alternatif. Untuk penunjang
keputusan berjenis seleksi, evaluasi, optimasi, atau jenis lain yang pemrosesan
datanya berbeda dengan pemrosesan data dalam aplikasi ini (dengan hasil akhir
berupa ranking alternatif), maka pengguna dapat mentransformasikannya dalam
pengolahan data yang didukung oleh perangkat lunak ini."
"IMPLEMENTASI ALGORITMA GREEDY PADA PENENTUAN DOMINATING SET (STUDI KASUS: PENENTUAN SUMUR RESAPAN DI UNIVERSITAS JEMBER)
                    ﻿",2017,"Perkembangan zaman tidak terlepas dari perkembangan sains dan teknologi.
Salah satu bidang yang berkaitan dengan sains dan teknologi adalah matematika. Saat
ini banyak permasalahan yang dapat diselesaikan menggunakan teori matematika.
Salah satu teori matematika yang digunakan untuk memecahkan masalah sehari-hari
adalah teori graf.
Dalam Penelitian ini teori graf digunakan untuk mengetahui titik pendominasi
pada graf sumur resapan di Universitas Jember. Pada graf sumur resapan, node yang
dimiliki ada representasi dari letak sumur resapan di Universitas Jember dan jarak antar
sumur resapan di representasikan sebagai vertex yang menghubungkan antar sumur.
Peletakan node dan vertex pada graf sumur resapan berdasarkan graf grid, dimana tiap
node dihubungan dengan node lain berdasarkan sisi lahan yang berhimpitan.
Penentuan titik pendominasi menggunakan algoritma greedy. Algoritma greedy
akan mencari penyelesaian pertahap sampai menghasilkan solusi optimum. Hasil yang
diperoleh dari algoritma greedy digunakan sebagai inputan dominating set dan
kemudian dihitung nilai keoptimalannya berdasarkan perhitungan dominating set.
Hasil dari penelitian ini adalah jumlah himpunan pendominasi dari graf sumur resapan
dan lokasi sumur resapan yang ditampilkan pada peta."
"SISTEM PREDIKSI PENJUALAN SUKU CADANG SEPEDA MOTOR MENGGUNAKAN METODE SINGLE EXPONENTIAL SMOOTHING (Studi Kasus MPM Honda Diponegoro Jember)
                    ﻿",2017,"Sistem Prediksi Penjualan Suku Cadang Sepeda Motor Menggunakan Metode
Single Exponential Smoothing (Studi Kasus MPM Honda Diponegoro
Jember); Rendy Achmad Wardana, 112410101069; 2016; 122 halaman; Program
Studi Sistem Informasi Universitas Jember.
MPM adalah perusahaan otomotif konsumen dengan ekosistem terintegrasi yang
mencakup tiga pilar usaha utama : distribusi dan retail, suku cadang otomotif
konsumen, layanan kendaraan bermotor [3]. MPM Honda Diponegoro Jember
merupakan salah satu dari sekian banyak MPM yang berada di Indonesia. Penjualan
suku cadang pada MPM Honda Diponegoro memerlukan managemen yang baik.
Namun pada kasusnya penjualan suku cadang kurang maksimal karena kurangnya
perkiraan instansi terhadap suku cadang yang akan dibeli oleh konsumen. Masih
banyak konsumen yang tidak mendapat suku cadang yang diinginkan dan banyak
pula suku cadang lain yang kurang diminati. Dari permasalahan tersebut,
diperlukan sistem yang dapat memprediksi penjualan suku cadang untuk memenuhi
kebutuhan konsumen. Dalam penelitian ini Metode yang digunakan untuk
menghitung prediksi penjualan adalah metode Single Exponential Smoothing yang
nantinya diharapkan dapat memberikan solusi dari permasalahan yang ada. Data
yang digunakan adalah data penjualan suku cadang tahun 2015 memberikan hasil
perhitungan prediksi terbaik dengan MAD sebesar 82,566"
"RANCANG BANGUN APLIKASI PENDISTRIBUSIAN BAHAN BAKAR MINYAK PADA SPBU PERTAMINA WILAYAH JEMBER MENGGUNAKAN ALGORITMA DIJKSTRA BERBASIS WEB
                    ﻿",2017,"Proses pendistribusian bahan bakar minyak saat ini di wilayah Kabupaten Jember
sudah ada sistem untuk pelacakan truk tangki, sehingga tidak ada lagi bentuk
kecurangan yang terjadi akibat pendistribusian bahan bakar minyak. Masalah yang
muncul selanjutnya adalah pada saat perjalanan truk tangki dari depot menuju SPBU
yang dituju. Proses pemilihan jalur menuju SPBU masih manual dilakukan oleh Sopir
truk tangki tersebut, sehingga masih belum memikirkan efisiensi jalur terpendek yang
seharusnya dapat dilalui oleh truk tangki tersebut, maka diperlukan suatu sistem untuk
menentukan jalur terpendek dalam pendistribusian bahan bakar minyak dengan
menggunakan algoritma yang tepat sehingga pengiriman dapat berjalan tepat waktu.
Salah satu algoritma yang dapat digunakan untuk pemilihan jalur terpendek
dalam pendistribusian bahan bakar minyak adalah algoritma Dijkstra, karena dengan
algoritma ini pengguna hanya menginputkan titik awal dan titik tujuan, sehingga
memudahkan pengguna dalam menentukan jalur.
Aplikasi ini menggunakan algoritma Dijkstra yang berfungsi untuk menunjukkan
rute terpendek dalam distribusi BBM yang telah dibandingkan dengan rute yang lain.
Rute terpendek yang dihasilkan juga telah direpresentasikan dalam graf yang
dipengaruhi oleh beberapa hal, yaitu titik awal pengiriman, titik tujuan pengiriman,
cost, dan reverse cost setiap jalan yang akan dilewati."
"SISTEM PENDUKUNG KEPUTUSAN PENENTUAN PRIORITAS PERBAIKAN JALAN KABUPATEN JEMBER MENGGUNAKAN  METODE SIMPLE ADDITIVE WEIGHTING (SAW)   BERBASIS WEB
                    ﻿",2017,"Dinas Pekerjaan Umum Bina Marga Kabupaten Jember memiliki tanggungjawab dalam melakukan perencanaan dan pemeliharaan infrastruktur di wilayah Kabupaten Jember. Pelaksanaan perencanaan dan pemeliharaan infrastruktur masih menemukan banyak kendala salah satunya adalah keterbatasan dana dari pemeriantah pusat karena tidak dapat menangani semua kebutuhan perbaikan jalan. Dalam penentuan prioritas perbaikan jalan, dinas terkait terkadang sering salah menentukan ruas-ruas jalan yang membutuhkan perbaikan sehingga banyak jalanjalan yang seharusnya menjadi prioritas justru tidak mendapatkan perhatian. Oleh karena itu pada penelitian ini dibuat sistem yang mampu menangani permasalahan tersebut. 
Sistem pendukung keputusan penentuan prioritas perbaikan jalan Kabupaten Jember yang dibangun dalam penelitian ini merupakan sistem yang mampu menampilkan urutan jalan yang didahulukan untuk diperbaiki berdasarkan analisis data kriteria lalulintas harian rata-rata, kondisi jalan, laporan masyarakat yang diimplementasikan dengan menggunakan metode SAW. Adapun subkriteria dari kondisi jalan antara lain tipe keretakan, lebar keretakan, luas kerusakan, alur, tambalan, lubang, kekasaran permukaan, amblas. Implementasi metode SAW dalam sistem terdapat pada fitur analisis prioritas, sehingga dinas PU Bina Marga Kabupaten Jember dapat dengan mudah mengetahui ruas jalan mana pada setiap upt wilayah masing-masing yang menjadi prioritas untuk diperbaiki"
"RANCANG BANGUN SISTEM PENUNJANG KEPUTUSAN WAKTU PANEN AYAM BROILER SEBAGAI EVALUASI WAKTU PANEN MENGGUNAKAN METODE TOPSIS
                    ﻿",2017,"Peternakan merupakan bagian dari pembangunan pertanian yang mengemban misi untuk menyediakan pangan asal ternak yang bergizi dan berdaya saing tinggi. Perkembangan usaha peternakan ayam terus meningkat karena permintaan terhadap konsumsi daging maupun telur ayam setiap tahun semakin tinggi. Pengetahuan dan manajemen yang baik akan proses beternak merupakan kunci untuk mendapatkan hasil produksi yang maksimal. Salah  satu  upaya  untuk  menghadapi ketidakpastian faktor produksi (pakan, bibit, harga, cuaca) pada  periode  mendatang  diperlukan  suatu manajemen ternak dan pemanenan yang baik. Peternak selama ini masih menerapkan cara perkiraan semata dalam menentukan waktu panen ayam  broiler.  Selain dilihat dari umur ayam atau masa produksi, penentuan waktu panen juga disesuaikan dengan harga pasar, tidak mempertimbangkan keputusan dari aspek lain.  Ditinjau  dari  permasalahan  tersebut,  maka dalam  penelitian  ini  akan  dibangun  sebuah  sistem  penunjang keputusan yang  dapat membantu peternak untuk mengevaluasi penentuan waktu panen yang tepat.  Sistem  tersebut  adalah  Sistem  Penunjang  Keputusan (SPK)  dengan  menggunakan  metode  Technique  For  Others  Preference  by Similarity  to  Ideal  Solution  (TOPSIS). Dengan adanya sistem ini diharapkan peternak dapat mempertimbangkan waktu panen dalam situasi dan kondsi yang tepat sehingga perusahaan dan peternak mendapatkan keuntungan yang maksimal"
"SISTEM PENUNJANG KEPUTUSAN PEMILIHAN MAJELIS GEREJA KRISTUS TUHAN JEMBER DENGAN METODE FUZZY - ANALYTIC HIERARCHY PROCESS (F-AHP)
                    ﻿",2017,"Gereja Kristus Tuhan Jember (GKT Jember) adalah sebuah organisasi gereja
Kristen injili di Indonesia yang masih aktif berkegiatan sampai saat ini. Agar
terlaksana dengan baik, kegiatan-kegiatan yang diselenggarakan oleh gereja
dikoordinir oleh suatu badan pelaksana yang disebut majelis gereja. Jemaat yang
dapat dipilih menjadi Majelis harus menjadi jemaat tetap GKT Jember dan memiliki
kriteria sesuai dengan Alkitab seperti yang telah ditetapkan oleh Sinode Gereja
Kristus Tuhan, yaitu: 1) Menahan diri, sadar, berkelakuan baik; 2) Pandai mengajarmembimbing; 3) Tidak mabuk dan berkelahi; 4) Lembut hati, tidak berbantahan; 5)
Mengatur rumah tangga dengan baik; 6) Tidak tamak harta benda yang tidak halal; 7)
Setia pada pekerjaan gereja. Pada pelaksanaannya, majelis masih dipilih secara
manual oleh jemaat di mana semua jemaat aktif dapat terpilih menjadi majelis gereja
dan kurang diperhatikannya kriteria dari Alkitab seperti yang disebutkan di atas."
